version,srcipv4,srchost,rawmsghostname,rawmsghostipv4,rawmsg,policy,msg,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,filetype,eventtime,class,_eventid,__metadata__,srcisp,srcusagetype,meta_cbname,username,process,hash,filepath,filename,rule,application,severity,sensor,reason,product,md5,manufacturer,hostname,group,firstseen,eventtype,description,createdtime,starttime,query,lastmodifiedtime
8.0.0.2146,172.21.30.84,globalcom\gcsmq0671,gcsmq0205.global.com,127.0.0.1,"Cb Protection event:  text=""The file 'c:\program files (x86)\adobe\acrobat 11.0\pdfmaker\ogcice\pdfmogciceaddin.dll' [59231064cdbec0023d39bf1be66b056ef6df4f2e6329373592bc912652fcf2d7] was discovered as a result of scanning the USN change journal. DiscoveredBy[USN-Journal] AnalysisReason[USNJournal] AnalysisResults[NewName,ExistingHash,NameModified,HashModified,UpdateServerName,YaraClassified] ProcessDuration[Unknown-Still Running] FileCreated[9/24/2012 12:43:46 AM] Discovered[Unknown] FileModified[9/24/2012 12:43:46 AM] Updated[Unknown] LastAnalyzed[Unknown] OriginalHash[Unknown] USN[28C8CB5D8] Source[00000000] ScanOptions[00001502:NewJournal-TriggerCC2:Analyze-All:StopScanAtAgentStart:SendEvents] Reasons[80000200:FILE_DELETE,CLOSE] ModificationTime[5/8/2017 1:54:03 PM] FileId[27000000006C25]"" type=""Policy Enforcement"" subtype=""New file discovered on startup"" hostname=""globalcom\gcSMQ0671"" date=""5/8/2017 2:57:43 PM"" ip_address=""172.21.30.84"" file_path=""c:\program files (x86)\adobe\acrobat 11.0\pdfmaker\ogcice\pdfmogciceaddin.dll"" file_name=""pdfmogciceaddin.dll"" file_hash=""59231064cdbec0023d39bf1be66b056ef6df4f2e6329373592bc912652fcf2d7"" policy=""High Enforcement"" server_version=""8.0.0.2146"" file_trust=""10"" file_threat=""0""",high enforcement,"the file 'c:\program files (x86)\adobe\acrobat 11.0\pdfmaker\ogcice\pdfmogciceaddin.dll' [59231064cdbec0023d39bf1be66b056ef6df4f2e6329373592bc912652fcf2d7] was discovered as a result of scanning the usn change journal. discoveredby[usn-journal] analysisreason[usnjournal] analysisresults[newname,existinghash,namemodified,hashmodified,updateservername,yaraclassified] processduration[unknown-still running] filecreated[9/24/2012 12:43:46 am] discovered[unknown] filemodified[9/24/2012 12:43:46 am] updated[unknown] lastanalyzed[unknown] originalhash[unknown] usn[28c8cb5d8] source[00000000] scanoptions[00001502:newjournal-triggercc2:analyze-all:stopscanatagentstart:sendevents] reasons[80000200:file_delete,close] modificationtime[5/8/2017 1:54:03 pm] fileid[27000000006c25]",antivirus,2017-05-08T15:12:29.315Z,52803,172.21.25.11,carbonblack_er-267125589,1289,<13>May 08 15:12:29 gcSMQ0205.global.com ,28066704105,1,0.0.0.0/514/udp,2b03-688e7eae9,11011,policy enforcement-new file discovered on startup,2017-05-08T14:57:43.000Z,carbonblack_er,8d8a7845-8398-4ddb-9cd2-defc1257f2c0#792,"{""id"":""8d8a7845-8398-4ddb-9cd2-defc1257f2c0#792"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""8d8a7845-8398-4ddb-9cd2-defc1257f2c0"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":791,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011, , ,59231064cdbec0023d39bf1be66b056ef6df4f2e6329373592bc912652fcf2d7,c:\program files (x86)\adobe\acrobat 11.0\pdfmaker\ogcice\pdfmogciceaddin.dll,pdfmogciceaddin.dll, , , , , , , , , , , , , , , , , 
8.0.0.2146,172.21.30.84,globalcom\gcsmq0671,gcsmq0205.global.com,127.0.0.1,"Cb Protection event:  text=""The file 'c:\program files (x86)\adobe\acrobat 11.0\pdfmaker\ogcice\pdfmexcel.dll' [6e41b70c8bf65bf3c44ae0380a6531162af18baa704fe043c252c5df2bd1ad33] was discovered as a result of scanning the USN change journal. DiscoveredBy[USN-Journal] AnalysisReason[USNJournal] AnalysisResults[NewName,ExistingHash,NameModified,HashModified,UpdateServerName,YaraClassified] ProcessDuration[Unknown-Still Running] FileCreated[9/24/2012 12:43:48 AM] Discovered[Unknown] FileModified[9/24/2012 12:43:48 AM] Updated[Unknown] LastAnalyzed[Unknown] OriginalHash[Unknown] USN[28C8CB5D8] Source[00000000] ScanOptions[00001502:NewJournal-TriggerCC2:Analyze-All:StopScanAtAgentStart:SendEvents] Reasons[80000200:FILE_DELETE,CLOSE] ModificationTime[5/8/2017 1:54:03 PM] FileId[27000000006C25]"" type=""Policy Enforcement"" subtype=""New file discovered on startup"" hostname=""globalcom\gcSMQ0671"" date=""5/8/2017 2:57:43 PM"" ip_address=""172.21.30.84"" file_path=""c:\program files (x86)\adobe\acrobat 11.0\pdfmaker\ogcice\pdfmexcel.dll"" file_name=""pdfmexcel.dll"" file_hash=""6e41b70c8bf65bf3c44ae0380a6531162af18baa704fe043c252c5df2bd1ad33"" policy=""High Enforcement"" server_version=""8.0.0.2146"" file_trust=""10"" file_threat=""0""",high enforcement,"the file 'c:\program files (x86)\adobe\acrobat 11.0\pdfmaker\ogcice\pdfmexcel.dll' [6e41b70c8bf65bf3c44ae0380a6531162af18baa704fe043c252c5df2bd1ad33] was discovered as a result of scanning the usn change journal. discoveredby[usn-journal] analysisreason[usnjournal] analysisresults[newname,existinghash,namemodified,hashmodified,updateservername,yaraclassified] processduration[unknown-still running] filecreated[9/24/2012 12:43:48 am] discovered[unknown] filemodified[9/24/2012 12:43:48 am] updated[unknown] lastanalyzed[unknown] originalhash[unknown] usn[28c8cb5d8] source[00000000] scanoptions[00001502:newjournal-triggercc2:analyze-all:stopscanatagentstart:sendevents] reasons[80000200:file_delete,close] modificationtime[5/8/2017 1:54:03 pm] fileid[27000000006c25]",antivirus,2017-05-08T15:12:29.316Z,52803,172.21.25.11,carbonblack_er-267125589,1271,<13>May 08 15:12:29 gcSMQ0205.global.com ,28066704109,1,0.0.0.0/514/udp,2b03-688e7eaed,11011,policy enforcement-new file discovered on startup,2017-05-08T14:57:43.000Z,carbonblack_er,8d8a7845-8398-4ddb-9cd2-defc1257f2c0#793,"{""id"":""8d8a7845-8398-4ddb-9cd2-defc1257f2c0#793"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""8d8a7845-8398-4ddb-9cd2-defc1257f2c0"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":792,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011, , ,6e41b70c8bf65bf3c44ae0380a6531162af18baa704fe043c252c5df2bd1ad33,c:\program files (x86)\adobe\acrobat 11.0\pdfmaker\ogcice\pdfmexcel.dll,pdfmexcel.dll, , , , , , , , , , , , , , , , , 
8.0.0.2146,172.20.36.176,globalcom\bralt2118b,gcsmq0205.global.com,127.0.0.1,"Cb Protection event:  text=""The file 'c:\windows\temp\warsaw_4340\plc4.dll' [                                                                ] was loaded in the Process[certutil.exe] but could not be analyzed (File is no longer on disk). ImageLoaded[5/8/2017 9:22:34 AM] Process[5/8/2017 9:22:36 AM-5/8/2017 9:22:37 AM] Boot[5/8/2017 9:21:50 AM] DriverStart[5/8/2017 9:21:50 AM] ServiceStart[5/8/2017 12:28:39 PM]"" type=""Policy Enforcement"" subtype=""Execution allowed (Unanalyzed file loaded before service)"" hostname=""globalcom\BRALT2118B"" username=""NT AUTHORITY\SYSTEM"" date=""5/8/2017 3:30:27 PM"" ip_address=""172.20.36.176"" process=""c:\windows\temp\warsaw_4340\certutil.exe"" file_path=""c:\windows\temp\warsaw_4340\plc4.dll"" file_name=""plc4.dll"" policy=""High Enforcement - Workstations"" process_key=""00000320-0000-1384-01d2-c7f5c6dd30c8"" server_version=""8.0.0.2146""",high enforcement - workstations,the file 'c:\windows\temp\warsaw_4340\plc4.dll' [                                                                ] was loaded in the process[certutil.exe] but could not be analyzed (file is no longer on disk). imageloaded[5/8/2017 9:22:34 am] process[5/8/2017 9:22:36 am-5/8/2017 9:22:37 am] boot[5/8/2017 9:21:50 am] driverstart[5/8/2017 9:21:50 am] servicestart[5/8/2017 12:28:39 pm],antivirus,2017-05-08T15:31:11.843Z,52803,172.21.25.11,carbonblack_er-1374338652,915,<12>May 08 15:31:11 gcSMQ0205.global.com ,28068689167,1,0.0.0.0/514/udp,2b03-68906350f,11011,policy enforcement-execution allowed (unanalyzed file loaded before service),2017-05-08T15:30:27.000Z,carbonblack_er,16c9b09f-3b33-4747-b7c3-a70196a1ea47#1653,"{""id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47#1653"",""num_events"":2877,""data_type"":""passthrough"",""batch_id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1652,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,nt authority\system,c:\windows\temp\warsaw_4340\certutil.exe, ,c:\windows\temp\warsaw_4340\plc4.dll,plc4.dll, , , , , , , , , , , , , , , , , 
8.0.0.2146,172.20.32.153,globalcom\mexlt3492l,gcsmq0205.global.com,127.0.0.1,"Cb Protection event:  text=""Cb Protection Agent has started, version 8.0.0.2146 (Patch 3) Boot[5/8/2017 8:52:26 AM] DriverStart[5/8/2017 8:52:26 AM] ServiceStart[5/8/2017 10:29:18 AM] Running[5/8/2017 10:29:34 AM] DBStatus[Success] Corrections[0:00000000] Prior[5/8/2017 10:28:23 AM-5/5/2017 7:45:11 PM] Level[D:0 K:2] Dumps[5:5/2/2017 12:25:32 PM] System[6/26/2015 8:18:14 PM]."" type=""Computer Management"" subtype=""Agent restart"" hostname=""globalcom\MEXLT3492L"" date=""5/8/2017 3:29:34 PM"" ip_address=""172.20.32.153"" policy=""High Enforcement - Workstations"" server_version=""8.0.0.2146""",high enforcement - workstations,"cb protection agent has started, version 8.0.0.2146 (patch 3) boot[5/8/2017 8:52:26 am] driverstart[5/8/2017 8:52:26 am] servicestart[5/8/2017 10:29:18 am] running[5/8/2017 10:29:34 am] dbstatus[success] corrections[0:00000000] prior[5/8/2017 10:28:23 am-5/5/2017 7:45:11 pm] level[d:0 k:2] dumps[5:5/2/2017 12:25:32 pm] system[6/26/2015 8:18:14 pm].",antivirus,2017-05-08T15:31:11.996Z,52803,172.21.25.11,carbonblack_er-3695217356,634,<14>May 08 15:31:12 gcSMQ0205.global.com ,28068689619,1,0.0.0.0/514/udp,2b03-6890636d3,11011,computer management-agent restart,2017-05-08T15:29:34.000Z,carbonblack_er,16c9b09f-3b33-4747-b7c3-a70196a1ea47#1667,"{""id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47#1667"",""num_events"":2877,""data_type"":""passthrough"",""batch_id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1666,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011, , , , , , , , , , , , , , , , , , , , , , 
8.0.0.2146,172.20.32.153,globalcom\mexlt3492l,gcsmq0205.global.com,127.0.0.1,"Cb Protection event:  text=""Device 'SAMSUNG MZHPV512HDGL-000L1 (S/N: 6&B8B5B1F&0&0.0.0)' was attached as drive '\device\harddiskvolume1 (disk 0 partition 1)'. Interactive user at the time: 'R.SANDOVAL'."" type=""Discovery"" subtype=""Device attached"" hostname=""globalcom\MEXLT3492L"" username=""R.SANDOVAL"" date=""5/8/2017 3:29:35 PM"" ip_address=""172.20.32.153"" policy=""High Enforcement - Workstations"" server_version=""8.0.0.2146""",high enforcement - workstations,device 'samsung mzhpv512hdgl-000l1 (s/n: 6&b8b5b1f&0&0.0.0)' was attached as drive '\device\harddiskvolume1 (disk 0 partition 1)'. interactive user at the time: 'r.sandoval'.,antivirus,2017-05-08T15:31:11.998Z,52803,172.21.25.11,carbonblack_er-919784128,472,<14>May 08 15:31:12 gcSMQ0205.global.com ,28068689626,1,0.0.0.0/514/udp,2b03-6890636da,11011,discovery-device attached,2017-05-08T15:29:35.000Z,carbonblack_er,16c9b09f-3b33-4747-b7c3-a70196a1ea47#1669,"{""id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47#1669"",""num_events"":2877,""data_type"":""passthrough"",""batch_id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1668,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,r.sandoval, , , , , , , , , , , , , , , , , , , , , 
8.0.0.2146,172.24.33.240,globalcom\nyclt4939,gcsmq0205.global.com,127.0.0.1,"Cb Protection event:  text=""The file 'c:\windows\temp\dbutil_2_3.sys' [                                                                ] was loaded in the Process[ntoskrnl.exe] but could not be analyzed (File is no longer on disk). ImageLoaded[5/8/2017 10:24:41 AM] Process[Unknown-Still Running] Boot[5/8/2017 10:22:08 AM] DriverStart[5/8/2017 10:22:08 AM] ServiceStart[5/8/2017 11:28:59 AM]"" type=""Policy Enforcement"" subtype=""Execution allowed (Unanalyzed file loaded before service)"" hostname=""globalcom\NYCLT4939"" username=""NT AUTHORITY\SYSTEM"" date=""5/8/2017 3:30:38 PM"" ip_address=""172.24.33.240"" process=""c:\windows\system32\ntoskrnl.exe"" file_path=""c:\windows\temp\dbutil_2_3.sys"" file_name=""dbutil_2_3.sys"" policy=""High Enforcement - Workstations"" server_version=""8.0.0.2146"" process_trust=""10"" process_threat=""0""",high enforcement - workstations,the file 'c:\windows\temp\dbutil_2_3.sys' [                                                                ] was loaded in the process[ntoskrnl.exe] but could not be analyzed (file is no longer on disk). imageloaded[5/8/2017 10:24:41 am] process[unknown-still running] boot[5/8/2017 10:22:08 am] driverstart[5/8/2017 10:22:08 am] servicestart[5/8/2017 11:28:59 am],antivirus,2017-05-08T15:31:12.001Z,52803,172.21.25.11,carbonblack_er-469684705,872,<12>May 08 15:31:12 gcSMQ0205.global.com ,28068689630,1,0.0.0.0/514/udp,2b03-6890636de,11011,policy enforcement-execution allowed (unanalyzed file loaded before service),2017-05-08T15:30:38.000Z,carbonblack_er,16c9b09f-3b33-4747-b7c3-a70196a1ea47#1671,"{""id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47#1671"",""num_events"":2877,""data_type"":""passthrough"",""batch_id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1670,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,nt authority\system,c:\windows\system32\ntoskrnl.exe, ,c:\windows\temp\dbutil_2_3.sys,dbutil_2_3.sys, , , , , , , , , , , , , , , , , 
8.0.0.2146,172.24.33.240,globalcom\nyclt4939,gcsmq0205.global.com,127.0.0.1,"Cb Protection event:  text=""The file 'c:\windows\system32\drivers\dump_cmghiber.sys' [                                                                ] was loaded in the Process[ntoskrnl.exe] but could not be analyzed (File is no longer on disk). ImageLoaded[5/8/2017 10:22:40 AM] Process[Unknown-Still Running] Boot[5/8/2017 10:22:08 AM] DriverStart[5/8/2017 10:22:08 AM] ServiceStart[5/8/2017 11:28:59 AM]"" type=""Policy Enforcement"" subtype=""Execution allowed (Unanalyzed file loaded before service)"" hostname=""globalcom\NYCLT4939"" username=""NT AUTHORITY\SYSTEM"" date=""5/8/2017 3:30:38 PM"" ip_address=""172.24.33.240"" process=""c:\windows\system32\ntoskrnl.exe"" file_path=""c:\windows\system32\drivers\dump_cmghiber.sys"" file_name=""dump_cmghiber.sys"" policy=""High Enforcement - Workstations"" process_key=""00000147-0000-0004-0000-000000000000"" server_version=""8.0.0.2146"" process_trust=""10"" process_threat=""0""",high enforcement - workstations,the file 'c:\windows\system32\drivers\dump_cmghiber.sys' [                                                                ] was loaded in the process[ntoskrnl.exe] but could not be analyzed (file is no longer on disk). imageloaded[5/8/2017 10:22:40 am] process[unknown-still running] boot[5/8/2017 10:22:08 am] driverstart[5/8/2017 10:22:08 am] servicestart[5/8/2017 11:28:59 am],antivirus,2017-05-08T15:31:12.005Z,52803,172.21.25.11,carbonblack_er-4221260002,956,<12>May 08 15:31:12 gcSMQ0205.global.com ,28068689639,1,0.0.0.0/514/udp,2b03-6890636e7,11011,policy enforcement-execution allowed (unanalyzed file loaded before service),2017-05-08T15:30:38.000Z,carbonblack_er,16c9b09f-3b33-4747-b7c3-a70196a1ea47#1675,"{""id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47#1675"",""num_events"":2877,""data_type"":""passthrough"",""batch_id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1674,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,nt authority\system,c:\windows\system32\ntoskrnl.exe, ,c:\windows\system32\drivers\dump_cmghiber.sys,dump_cmghiber.sys, , , , , , , , , , , , , , , , , 
8.0.0.2146,172.24.32.204,globalcom\nyclt4892,gcsmq0205.global.com,127.0.0.1,"Cb Protection event:  text=""The file 'c:\windows\system32\drivers\dump_dumpata.sys' [                                                                ] was loaded in the Process[ntoskrnl.exe] but could not be analyzed (File is no longer on disk). ImageLoaded[5/5/2017 3:40:42 PM] Process[Unknown-Still Running] Boot[5/8/2017 6:40:56 AM] DriverStart[5/5/2017 3:40:00 PM] ServiceStart[5/8/2017 11:28:50 AM]"" type=""Policy Enforcement"" subtype=""Execution allowed (Unanalyzed file loaded before service)"" hostname=""globalcom\NYCLT4892"" username=""NT AUTHORITY\SYSTEM"" date=""5/8/2017 3:30:39 PM"" ip_address=""172.24.32.204"" process=""c:\windows\system32\ntoskrnl.exe"" file_path=""c:\windows\system32\drivers\dump_dumpata.sys"" file_name=""dump_dumpata.sys"" policy=""High Enforcement - Workstations"" process_key=""0000019a-0000-0004-0000-000000000000"" server_version=""8.0.0.2146"" process_trust=""10"" process_threat=""0""",high enforcement - workstations,the file 'c:\windows\system32\drivers\dump_dumpata.sys' [                                                                ] was loaded in the process[ntoskrnl.exe] but could not be analyzed (file is no longer on disk). imageloaded[5/5/2017 3:40:42 pm] process[unknown-still running] boot[5/8/2017 6:40:56 am] driverstart[5/5/2017 3:40:00 pm] servicestart[5/8/2017 11:28:50 am],antivirus,2017-05-08T15:31:12.025Z,52803,172.21.25.11,carbonblack_er-4221260002,950,<12>May 08 15:31:12 gcSMQ0205.global.com ,28068689700,1,0.0.0.0/514/udp,2b03-689063724,11011,policy enforcement-execution allowed (unanalyzed file loaded before service),2017-05-08T15:30:39.000Z,carbonblack_er,16c9b09f-3b33-4747-b7c3-a70196a1ea47#1683,"{""id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47#1683"",""num_events"":2877,""data_type"":""passthrough"",""batch_id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1682,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,nt authority\system,c:\windows\system32\ntoskrnl.exe, ,c:\windows\system32\drivers\dump_dumpata.sys,dump_dumpata.sys, , , , , , , , , , , , , , , , , 
8.0.0.2146,172.24.32.42,globalcom\nyclt5361a,gcsmq0205.global.com,127.0.0.1,"Cb Protection event:  text=""The file 'c:\windows\system32\drivers\dump_cmghiber.sys' [                                                                ] was loaded in the Process[ntoskrnl.exe] but could not be analyzed (File is no longer on disk). ImageLoaded[5/8/2017 8:47:38 AM] Process[Unknown-Still Running] Boot[5/8/2017 8:47:10 AM] DriverStart[5/8/2017 8:47:10 AM] ServiceStart[5/8/2017 11:28:35 AM]"" type=""Policy Enforcement"" subtype=""Execution allowed (Unanalyzed file loaded before service)"" hostname=""globalcom\NYCLT5361A"" username=""NT AUTHORITY\SYSTEM"" date=""5/8/2017 3:30:11 PM"" ip_address=""172.24.32.42"" process=""c:\windows\system32\ntoskrnl.exe"" file_path=""c:\windows\system32\drivers\dump_cmghiber.sys"" file_name=""dump_cmghiber.sys"" policy=""High Enforcement - Workstations"" process_key=""0000018e-0000-0004-0000-000000000000"" server_version=""8.0.0.2146"" process_trust=""10"" process_threat=""0""",high enforcement - workstations,the file 'c:\windows\system32\drivers\dump_cmghiber.sys' [                                                                ] was loaded in the process[ntoskrnl.exe] but could not be analyzed (file is no longer on disk). imageloaded[5/8/2017 8:47:38 am] process[unknown-still running] boot[5/8/2017 8:47:10 am] driverstart[5/8/2017 8:47:10 am] servicestart[5/8/2017 11:28:35 am],antivirus,2017-05-08T15:31:12.028Z,52803,172.21.25.11,carbonblack_er-4221260002,953,<12>May 08 15:31:12 gcSMQ0205.global.com ,28068689705,1,0.0.0.0/514/udp,2b03-689063729,11011,policy enforcement-execution allowed (unanalyzed file loaded before service),2017-05-08T15:30:11.000Z,carbonblack_er,16c9b09f-3b33-4747-b7c3-a70196a1ea47#1685,"{""id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47#1685"",""num_events"":2877,""data_type"":""passthrough"",""batch_id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1684,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,nt authority\system,c:\windows\system32\ntoskrnl.exe, ,c:\windows\system32\drivers\dump_cmghiber.sys,dump_cmghiber.sys, , , , , , , , , , , , , , , , , 
8.0.0.2146,172.24.32.42,globalcom\nyclt5361a,gcsmq0205.global.com,127.0.0.1,"Cb Protection event:  text=""Device 'SAMSUNG MZNTE512HMJH-000 (S/N: 4&2D097C2D&0&000000)' was attached as drive '\device\harddiskvolume1 (disk 0 partition 1)'. Interactive user at the time: 's.gheerow'."" type=""Discovery"" subtype=""Device attached"" hostname=""globalcom\NYCLT5361A"" username=""s.gheerow"" date=""5/8/2017 3:30:51 PM"" ip_address=""172.24.32.42"" policy=""High Enforcement - Workstations"" server_version=""8.0.0.2146""",high enforcement - workstations,device 'samsung mznte512hmjh-000 (s/n: 4&2d097c2d&0&000000)' was attached as drive '\device\harddiskvolume1 (disk 0 partition 1)'. interactive user at the time: 's.gheerow'.,antivirus,2017-05-08T15:31:12.033Z,52803,172.21.25.11,carbonblack_er-919784128,469,<14>May 08 15:31:12 gcSMQ0205.global.com ,28068689723,1,0.0.0.0/514/udp,2b03-68906373b,11011,discovery-device attached,2017-05-08T15:30:51.000Z,carbonblack_er,16c9b09f-3b33-4747-b7c3-a70196a1ea47#1692,"{""id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47#1692"",""num_events"":2877,""data_type"":""passthrough"",""batch_id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1691,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,s.gheerow, , , , , , , , , , , , , , , , , , , , , 
8.0.0.2146,172.24.40.65,globalcom\nyclt4778a,gcsmq0205.global.com,127.0.0.1,"Cb Protection event:  text=""The file 'c:\programdata\rpcnet\bin\set36c8.tmp' [                                                                ] was loaded in the Process[pkgslv.exe] but could not be analyzed (File is no longer on disk). ImageLoaded[5/8/2017 9:10:37 AM] Process[5/8/2017 9:10:36 AM-5/8/2017 9:10:40 AM] Boot[5/8/2017 9:45:42 AM] DriverStart[5/8/2017 9:04:56 AM] ServiceStart[5/8/2017 11:28:35 AM]"" type=""Policy Enforcement"" subtype=""Execution allowed (Unanalyzed file loaded before service)"" hostname=""globalcom\NYCLT4778A"" username=""NT AUTHORITY\SYSTEM"" date=""5/8/2017 3:30:11 PM"" ip_address=""172.24.40.65"" process=""c:\windows\syswow64\pkgslv.exe"" file_path=""c:\programdata\rpcnet\bin\set36c8.tmp"" file_name=""set36c8.tmp"" policy=""High Enforcement - Workstations"" process_key=""0000014e-0000-0a3c-01d2-c7fc7b735809"" server_version=""8.0.0.2146"" process_trust=""9"" process_threat=""0""",high enforcement - workstations,the file 'c:\programdata\rpcnet\bin\set36c8.tmp' [                                                                ] was loaded in the process[pkgslv.exe] but could not be analyzed (file is no longer on disk). imageloaded[5/8/2017 9:10:37 am] process[5/8/2017 9:10:36 am-5/8/2017 9:10:40 am] boot[5/8/2017 9:45:42 am] driverstart[5/8/2017 9:04:56 am] servicestart[5/8/2017 11:28:35 am],antivirus,2017-05-08T15:31:12.037Z,52803,172.21.25.11,carbonblack_er-4221260002,944,<12>May 08 15:31:12 gcSMQ0205.global.com ,28068689727,1,0.0.0.0/514/udp,2b03-68906373f,11011,policy enforcement-execution allowed (unanalyzed file loaded before service),2017-05-08T15:30:11.000Z,carbonblack_er,16c9b09f-3b33-4747-b7c3-a70196a1ea47#1694,"{""id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47#1694"",""num_events"":2877,""data_type"":""passthrough"",""batch_id"":""16c9b09f-3b33-4747-b7c3-a70196a1ea47"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1693,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,nt authority\system,c:\windows\syswow64\pkgslv.exe, ,c:\programdata\rpcnet\bin\set36c8.tmp,set36c8.tmp, , , , , , , , , , , , , , , , , 
