username,starttime,srcport,srcipv4,srchost,rule,rawmsghostname,rawmsghostipv4,rawmsg,protocol,program,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,hostname,group,endtime,dstipv4,direction,class,application,action,accountdomain,_eventid,__metadata__,srcisp,srcusagetype,dstcountry,dstcountrycode,dstcity,dstdomain,dstisp,dstlatitude,dstlongitude,dstregion,dstusagetype,meta_cbname,size,process,msg,md5,deviceid,description,server,risklevel,info,duration,ruleid,filepath,filename,dstport,category
d.roosevelt,2017-05-08T09:42:57.000Z,137,172.20.42.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"INDLT349,Local: 172.20.42.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.20.42.130,Remote: ,Remote: 137,Remote: 0050B6C38B81,UDP,Inbound,Begin: 2017-05-08 09:42:57,End: 2017-05-08 09:42:59,Occurrences: 3,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: D.roosevelt,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.920Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,388,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483331,1,0.0.0.0/514/udp,2b03-688f3cec3,11011,indlt349,default,2017-05-08T09:42:59.000Z,172.20.42.130,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#816,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#816"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":815,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
t.obama,2017-05-08T11:05:55.000Z,138,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT5383A,Local: 172.24.47.255,Local: 138,Local: gcgcgcgcgcgc,Remote: 172.24.34.111,Remote: ,Remote: 138,Remote: E4B318D814D6,UDP,Inbound,Begin: 2017-05-08 11:05:55,End: 2017-05-08 11:05:55,Occurrences: 1,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: t.obama,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.567Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,389,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067482569,1,0.0.0.0/514/udp,2b03-688f3cbc9,11011,nyclt5383a,default,2017-05-08T11:05:55.000Z,172.24.34.111,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#821,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#821"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":820,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
t.obama,2017-05-08T11:06:54.000Z,137,172.24.47.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCLT5383A,Local: 172.24.47.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.24.33.148,Remote: ,Remote: 54251,Remote: 34363B6346FC,UDP,Inbound,Begin: 2017-05-08 11:06:54,End: 2017-05-08 11:06:59,Occurrences: 10,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: t.obama,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.569Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,392,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067482573,1,0.0.0.0/514/udp,2b03-688f3cbcd,11011,nyclt5383a,default,2017-05-08T11:06:59.000Z,172.24.33.148,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#822,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#822"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":821,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
m.rugadya,2017-05-08T09:07:52.000Z,137,172.20.46.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"KENLT226,Local: 172.20.46.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.20.46.158,Remote: ,Remote: 137,Remote: E82AEA82E7D1,UDP,Inbound,Begin: 2017-05-08 09:07:52,End: 2017-05-08 09:07:53,Occurrences: 3,Application: C:/Windows/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: m.rugadya,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.703Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,389,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067482843,1,0.0.0.0/514/udp,2b03-688f3ccdb,11011,kenlt226,default,2017-05-08T09:07:53.000Z,172.20.46.158,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#854,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#854"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":853,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
d.roosevelt,2017-05-08T09:47:09.000Z,138,172.20.42.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"INDLT349,Local: 172.20.42.255,Local: 138,Local: gcgcgcgcgcgc,Remote: 172.20.42.133,Remote: ,Remote: 138,Remote: 002324C21749,UDP,Inbound,Begin: 2017-05-08 09:47:09,End: 2017-05-08 09:47:09,Occurrences: 1,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: D.roosevelt,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.761Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,388,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067482995,1,0.0.0.0/514/udp,2b03-688f3cd73,11011,indlt349,default,2017-05-08T09:47:09.000Z,172.20.42.133,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#866,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#866"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":865,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
d.roosevelt,2017-05-08T09:43:19.000Z,137,172.20.42.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"INDLT349,Local: 172.20.42.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.20.42.23,Remote: gcind0400.global.com,Remote: 137,Remote: 005056A122C9,UDP,Inbound,Begin: 2017-05-08 09:43:19,End: 2017-05-08 09:43:20,Occurrences: 3,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: D.roosevelt,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.821Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,410,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483129,1,0.0.0.0/514/udp,2b03-688f3cdf9,11011,indlt349,default,2017-05-08T09:43:20.000Z,172.20.42.23,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#1192,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#1192"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1191,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
d.roosevelt,2017-05-08T09:47:53.000Z,137,172.20.42.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"INDLT349,Local: 172.20.42.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.20.42.133,Remote: ,Remote: 137,Remote: 002324C21749,UDP,Inbound,Begin: 2017-05-08 09:47:53,End: 2017-05-08 09:47:55,Occurrences: 3,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: D.roosevelt,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.890Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,388,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483281,1,0.0.0.0/514/udp,2b03-688f3ce91,11011,indlt349,default,2017-05-08T09:47:55.000Z,172.20.42.133,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#1204,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#1204"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1203,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
d.roosevelt,2017-05-08T09:49:49.000Z,137,172.20.42.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"INDLT349,Local: 172.20.42.255,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.20.42.124,Remote: ,Remote: 137,Remote: 34F39A6D51E6,UDP,Inbound,Begin: 2017-05-08 09:49:49,End: 2017-05-08 09:49:58,Occurrences: 6,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: D.roosevelt,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.898Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,388,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483287,1,0.0.0.0/514/udp,2b03-688f3ce97,11011,indlt349,default,2017-05-08T09:49:58.000Z,172.20.42.124,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#1205,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#1205"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1204,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
d.roosevelt,2017-05-08T09:50:02.000Z,67,255.255.255.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"INDLT349,Local: 255.255.255.255,Local: 67,Local: gcgcgcgcgcgc,Remote: 172.20.42.120,Remote: ,Remote: 68,Remote: 842B2B9A6957,UDP,Inbound,Begin: 2017-05-08 09:50:02,End: 2017-05-08 09:50:02,Occurrences: 1,Application: ,Rule: block Incoming,Location: Default,User: D.roosevelt,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.904Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,356,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483306,1,0.0.0.0/514/udp,2b03-688f3ceaa,11011,indlt349,default,2017-05-08T09:50:02.000Z,172.20.42.120,inbound,symantec_endpoint_protection, ,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#1210,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#1210"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1209,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",reserved rfc3330,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
e.williams,2017-05-08T10:23:45.000Z,5247,239.0.0.1,01005e000001,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3373A,Local: 239.0.0.1,Local: 5247,Local: 01005E000001,Remote: 172.20.50.72,Remote: ,Remote: 5247,Remote: 203A07679C84,UDP,Inbound,Begin: 2017-05-08 10:23:45,End: 2017-05-08 10:23:49,Occurrences: 19,Application: ,Rule: block Incoming,Location: Default,User: e.williams,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:33.988Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,358,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483550,1,0.0.0.0/514/udp,2b03-688f3cf9e,11011,zaflt3373a,default,2017-05-08T10:23:49.000Z,172.20.50.72,inbound,symantec_endpoint_protection, ,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#1245,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#1245"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1244,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
d.roosevelt,2017-05-08T09:49:46.000Z,3,172.20.42.126,0050b6dfbbe7,block incoming,gcsmq0602,127.0.0.1,"INDLT349,Local: 172.20.42.126,Local: 3,Local: 0050B6DFBBE7,Remote: 172.20.43.6,Remote: ,Remote: 1,Remote: F07816E0D945,ICMP,Inbound,Begin: 2017-05-08 09:49:46,End: 2017-05-08 09:49:54,Occurrences: 5,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: D.roosevelt,Domain: globalcom,Action: blocked",icmp,SymantecServer,antivirus,2017-05-08T15:20:33.938Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,383,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483372,1,0.0.0.0/514/udp,2b03-688f3ceec,11011,indlt349,default,2017-05-08T09:49:54.000Z,172.20.43.6,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#1600,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#1600"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1599,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
e.williams,2017-05-08T10:22:37.000Z,138,172.20.50.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3373A,Local: 172.20.50.255,Local: 138,Local: gcgcgcgcgcgc,Remote: 172.20.50.159,Remote: ,Remote: 138,Remote: 0050B679CDD0,UDP,Inbound,Begin: 2017-05-08 10:22:37,End: 2017-05-08 10:22:37,Occurrences: 1,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: e.williams,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:34.032Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,392,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483679,1,0.0.0.0/514/udp,2b03-688f3d01f,11011,zaflt3373a,default,2017-05-08T10:22:37.000Z,172.20.50.159,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#1644,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#1644"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1643,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
e.williams,2017-05-08T10:26:17.000Z,1900,239.255.255.250,01005e7gcgca,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3373A,Local: 239.255.255.250,Local: 1900,Local: 01005E7gcgcA,Remote: 172.20.50.34,Remote: ,Remote: 46386,Remote: 00408CD7AB4E,UDP,Inbound,Begin: 2017-05-08 10:26:17,End: 2017-05-08 10:26:17,Occurrences: 2,Application: ,Rule: block Incoming,Location: Default,User: e.williams,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:34.066Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,364,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483773,1,0.0.0.0/514/udp,2b03-688f3d07d,11011,zaflt3373a,default,2017-05-08T10:26:17.000Z,172.20.50.34,inbound,symantec_endpoint_protection, ,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#1656,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#1656"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1655,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
e.williams,2017-05-08T10:24:35.000Z,1900,239.255.255.250,01005e7gcgca,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3373A,Local: 239.255.255.250,Local: 1900,Local: 01005E7gcgcA,Remote: 172.20.50.149,Remote: ,Remote: 51474,Remote: 0023247BA7D2,UDP,Inbound,Begin: 2017-05-08 10:24:35,End: 2017-05-08 10:24:35,Occurrences: 1,Application: ,Rule: block Incoming,Location: Default,User: e.williams,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:34.098Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,365,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483867,1,0.0.0.0/514/udp,2b03-688f3d0db,11011,zaflt3373a,default,2017-05-08T10:24:35.000Z,172.20.50.149,inbound,symantec_endpoint_protection, ,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#1666,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#1666"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1665,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",multicast,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
e.williams,2017-05-08T10:24:36.000Z,138,172.20.50.255,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"ZAFLT3373A,Local: 172.20.50.255,Local: 138,Local: gcgcgcgcgcgc,Remote: 172.20.50.161,Remote: ,Remote: 138,Remote: 0050B6C19AFD,UDP,Inbound,Begin: 2017-05-08 10:24:36,End: 2017-05-08 10:24:36,Occurrences: 1,Application: C:/WINDOWS/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: e.williams,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:34.140Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,392,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067483961,1,0.0.0.0/514/udp,2b03-688f3d139,11011,zaflt3373a,default,2017-05-08T10:24:36.000Z,172.20.50.161,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#1680,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#1680"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1679,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
network service,2017-05-08T09:45:48.000Z,50041,172.24.3.31,90b11c78ac3e,system network processes,gcsmq0602,127.0.0.1,"NYCWS5379b-0943,Local: 172.24.3.31,Local: 50041,Local: 90B11C78AC3E,Remote: 72.22.185.208,Remote: crl.microsoft.com,Remote: 80,Remote: 00000C9gc001,TCP,Outbound,Begin: 2017-05-08 09:45:48,End: 2017-05-08 09:45:48,Occurrences: 1,Application: C:/Windows/System32/svchost.exe,Rule: System Network Processes,Location: Default,User: NETWORK SERVICE,Domain: NT AUTHORITY,Action: Allowed",tcp,SymantecServer,antivirus,2017-05-08T15:20:34.204Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,426,<58>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067484093,1,0.0.0.0/514/udp,2b03-688f3d1bd,11011,nycws5379b-0943,default,2017-05-08T09:45:48.000Z,72.22.185.208,outbound,symantec_endpoint_protection,c:/windows/system32/svchost.exe,allowed,nt authority,9022b3cf-a947-4c98-81df-aca0ad394255#1984,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#1984"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1983,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,germany,de,isenburg,akamai.com,akamai technologies inc.,50.48332977294922,7.599999904632568,rheinland-pfalz,cdn,11011, , , , , , , , , , , , , , , 
system,2017-05-08T09:45:22.000Z,50039,172.24.3.31,90b11c78ac3e,allow outbound,gcsmq0602,127.0.0.1,"NYCWS5379b-0943,Local: 172.24.3.31,Local: 50039,Local: 90B11C78AC3E,Remote: 34.195.92.116,Remote: sensors.quick-whale.my.carbonblack.io,Remote: 443,Remote: 00000C9gc001,TCP,Outbound,Begin: 2017-05-08 09:45:22,End: 2017-05-08 09:45:22,Occurrences: 1,Application: C:/Windows/CarbonBlack/cb.exe,Rule: Allow Outbound,Location: Default,User: SYSTEM,Domain: NT AUTHORITY,Action: Allowed",tcp,SymantecServer,antivirus,2017-05-08T15:20:34.251Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,426,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067484196,1,0.0.0.0/514/udp,2b03-688f3d224,11011,nycws5379b-0943,default,2017-05-08T09:45:22.000Z,34.195.92.116,outbound,symantec_endpoint_protection,c:/windows/carbonblack/cb.exe,allowed,nt authority,9022b3cf-a947-4c98-81df-aca0ad394255#2002,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#2002"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2001,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,united states,us,ashburn,amazon.com,amazon technologies inc.,39.04372024536133,-77.48748779296875,virginia,dch,11011, , , , , , , , , , , , , , , 
e.eisenhower,2017-05-08T09:48:46.000Z,137,172.24.3.127,gcgcgcgcgcgc,block incoming,gcsmq0602,127.0.0.1,"NYCWS5379b-0943,Local: 172.24.3.127,Local: 137,Local: gcgcgcgcgcgc,Remote: 172.24.3.82,Remote: ,Remote: 137,Remote: 0050B6D5AB29,UDP,Inbound,Begin: 2017-05-08 09:48:46,End: 2017-05-08 09:48:53,Occurrences: 6,Application: C:/Windows/system32/NTOSKRNL.EXE,Rule: block Incoming,Location: Default,User: e.eisenhower,Domain: globalcom,Action: blocked",udp,SymantecServer,antivirus,2017-05-08T15:20:34.279Z,50930,172.21.25.20,symantec_endpoint_protection-1453027712,395,<59>May  8 11:18:45 gcSMQ0602 SymantecServer: ,28067484273,1,0.0.0.0/514/udp,2b03-688f3d271,11011,nycws5379b-0943,default,2017-05-08T09:48:53.000Z,172.24.3.82,inbound,symantec_endpoint_protection,c:/windows/system32/ntoskrnl.exe,blocked,globalcom,9022b3cf-a947-4c98-81df-aca0ad394255#2004,"{""id"":""9022b3cf-a947-4c98-81df-aca0ad394255#2004"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""9022b3cf-a947-4c98-81df-aca0ad394255"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":2003,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv, , , , ,private ip address lan, , , ,rsv,11011, , , , , , , , , , , , , , , 
