source,severity,service,rawmsghostname,rawmsghostipv4,rawmsg,msg,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,hostname,eventtime,eventid,class,category,_eventid,__metadata__,meta_cbname,usersecurityid,username,transactionid,server,processid,process,privileges,logonid,info,handleid,filename,accountdomain,sessionid,srcport,srcipv4,protoid,application,srcisp,srcusagetype,logontypeid,description,srcipv6,srchost,authmethod,msr_ruleids,filepath,creatorprocessid,args,dstport,dstipv4,direction,dstisp,dstusagetype,weight,manufacturer,action,type,ttl,srczone,statuscode,accountname
microsoft-windows-security-auditing,success audit,other object access events,gcmex0400.global.com,127.0.0.1,MSWinEventLog	1	Security	773397	Tue May  2 10:02:26 2017	4656	Microsoft-Windows-Security-Auditing	N/A	N/A	Success Audit	gcMEX0400.global.com	Other Object Access Events		A handle to an object was requested.    Subject:   Security ID:  S-1-5-18   Account Name:  gcMEX0400$   Account Domain:  globalcom   Logon ID:  0x3e7    Object:   Object Server:  PlugPlayManager   Object Type:  Security   Object Name:  PlugPlaySecurityObject   Handle ID:  0x0    Process Information:   Process ID:  0x2e0   Process Name:  C:\Windows\System32\svchost.exe    Access Request Information:   Transaction ID:  {00000000-0000-0000-0000-000000000000}   Accesses:  Unknown specific access (bit 1)         Access Reasons:  -   Access Mask:  0x2   Privileges Used for Access Check: -   Restricted SID Count: 0	376831442,a handle to an object was requested,"auth,windows",2017-05-02T15:02:28.076Z,64651,172.20.32.23,ms_windows_event-1655484026,846,<14>May  2 10:02:26 gcMEX0400.global.com ,2661093937,1,0.0.0.0/514/tcp,2b00-9e9d1231,11008,gcmex0400.global.com, ,4656,ms_windows_event,security,00f5a207-d250-465a-943f-f7b6bac5548a#795,"{""id"":""00f5a207-d250-465a-943f-f7b6bac5548a#795"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""00f5a207-d250-465a-943f-f7b6bac5548a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":794,""source_type"":""json"",""target_index"":""""}",11008,s-1-5-18,gcmex0400$,{00000000-0000-0000-0000-000000000000},plugplaymanager,0x2e0,c:\windows\system32\svchost.exe,-,0x3e7,unknown specific access (bit 1)         access reasons:  -,0,plugplaysecurityobject,globalcom, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
microsoft-windows-security-auditing,success audit,other object access events,gcmex0400.global.com,127.0.0.1,MSWinEventLog	1	Security	773401	Tue May  2 10:02:26 2017	4656	Microsoft-Windows-Security-Auditing	N/A	N/A	Success Audit	gcMEX0400.global.com	Other Object Access Events		A handle to an object was requested.    Subject:   Security ID:  S-1-5-18   Account Name:  gcMEX0400$   Account Domain:  globalcom   Logon ID:  0x3e7    Object:   Object Server:  PlugPlayManager   Object Type:  Security   Object Name:  PlugPlaySecurityObject   Handle ID:  0x0    Process Information:   Process ID:  0x2e0   Process Name:  C:\Windows\System32\svchost.exe    Access Request Information:   Transaction ID:  {00000000-0000-0000-0000-000000000000}   Accesses:  Unknown specific access (bit 1)         Access Reasons:  -   Access Mask:  0x2   Privileges Used for Access Check: -   Restricted SID Count: 0	376831446,a handle to an object was requested,"auth,windows",2017-05-02T15:02:28.078Z,64651,172.20.32.23,ms_windows_event-1655484026,846,<14>May  2 10:02:26 gcMEX0400.global.com ,2661093941,1,0.0.0.0/514/tcp,2b00-9e9d1235,11008,gcmex0400.global.com, ,4656,ms_windows_event,security,00f5a207-d250-465a-943f-f7b6bac5548a#796,"{""id"":""00f5a207-d250-465a-943f-f7b6bac5548a#796"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""00f5a207-d250-465a-943f-f7b6bac5548a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":795,""source_type"":""json"",""target_index"":""""}",11008,s-1-5-18,gcmex0400$,{00000000-0000-0000-0000-000000000000},plugplaymanager,0x2e0,c:\windows\system32\svchost.exe,-,0x3e7,unknown specific access (bit 1)         access reasons:  -,0,plugplaysecurityobject,globalcom, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
microsoft-windows-security-auditing,success audit,other object access events,gcmex0400.global.com,127.0.0.1,MSWinEventLog	1	Security	773404	Tue May  2 10:02:26 2017	4656	Microsoft-Windows-Security-Auditing	N/A	N/A	Success Audit	gcMEX0400.global.com	Other Object Access Events		A handle to an object was requested.    Subject:   Security ID:  S-1-5-18   Account Name:  gcMEX0400$   Account Domain:  globalcom   Logon ID:  0x3e7    Object:   Object Server:  PlugPlayManager   Object Type:  Security   Object Name:  PlugPlaySecurityObject   Handle ID:  0x0    Process Information:   Process ID:  0x2e0   Process Name:  C:\Windows\System32\svchost.exe    Access Request Information:   Transaction ID:  {00000000-0000-0000-0000-000000000000}   Accesses:  Unknown specific access (bit 1)         Access Reasons:  -   Access Mask:  0x2   Privileges Used for Access Check: -   Restricted SID Count: 0	376831449,a handle to an object was requested,"auth,windows",2017-05-02T15:02:28.079Z,64651,172.20.32.23,ms_windows_event-1655484026,846,<14>May  2 10:02:26 gcMEX0400.global.com ,2661093944,1,0.0.0.0/514/tcp,2b00-9e9d1238,11008,gcmex0400.global.com, ,4656,ms_windows_event,security,00f5a207-d250-465a-943f-f7b6bac5548a#797,"{""id"":""00f5a207-d250-465a-943f-f7b6bac5548a#797"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""00f5a207-d250-465a-943f-f7b6bac5548a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":796,""source_type"":""json"",""target_index"":""""}",11008,s-1-5-18,gcmex0400$,{00000000-0000-0000-0000-000000000000},plugplaymanager,0x2e0,c:\windows\system32\svchost.exe,-,0x3e7,unknown specific access (bit 1)         access reasons:  -,0,plugplaysecurityobject,globalcom, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
microsoft-windows-security-auditing,success audit,other object access events,gcmex0400.global.com,127.0.0.1,MSWinEventLog	1	Security	773407	Tue May  2 10:02:26 2017	4656	Microsoft-Windows-Security-Auditing	N/A	N/A	Success Audit	gcMEX0400.global.com	Other Object Access Events		A handle to an object was requested.    Subject:   Security ID:  S-1-5-18   Account Name:  gcMEX0400$   Account Domain:  globalcom   Logon ID:  0x3e7    Object:   Object Server:  PlugPlayManager   Object Type:  Security   Object Name:  PlugPlaySecurityObject   Handle ID:  0x0    Process Information:   Process ID:  0x2e0   Process Name:  C:\Windows\System32\svchost.exe    Access Request Information:   Transaction ID:  {00000000-0000-0000-0000-000000000000}   Accesses:  Unknown specific access (bit 1)         Access Reasons:  -   Access Mask:  0x2   Privileges Used for Access Check: -   Restricted SID Count: 0	376831452,a handle to an object was requested,"auth,windows",2017-05-02T15:02:28.080Z,64651,172.20.32.23,ms_windows_event-1655484026,846,<14>May  2 10:02:26 gcMEX0400.global.com ,2661093947,1,0.0.0.0/514/tcp,2b00-9e9d123b,11008,gcmex0400.global.com, ,4656,ms_windows_event,security,00f5a207-d250-465a-943f-f7b6bac5548a#798,"{""id"":""00f5a207-d250-465a-943f-f7b6bac5548a#798"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""00f5a207-d250-465a-943f-f7b6bac5548a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":797,""source_type"":""json"",""target_index"":""""}",11008,s-1-5-18,gcmex0400$,{00000000-0000-0000-0000-000000000000},plugplaymanager,0x2e0,c:\windows\system32\svchost.exe,-,0x3e7,unknown specific access (bit 1)         access reasons:  -,0,plugplaysecurityobject,globalcom, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
microsoft-windows-security-auditing,success audit,logogc,gcsmq0002.global.com,127.0.0.1,MSWinEventLog	1	Security	2131439	Tue May  2 11:02:27 2017	4634	Microsoft-Windows-Security-Auditing	N/A	N/A	Success Audit	gcSMQ0002.global.com	Logogc		N/A	304320996,n/a,"auth,windows",2017-05-02T15:02:28.142Z,50165,172.21.14.21,ms_windows_event-1377334112,210,<14>May  2 11:02:27 gcSMQ0002.global.com ,27946627859,0,0.0.0.0/514/tcp,2b03-681bfb313,11011,gcsmq0002.global.com,2017-05-02T11:02:27.000Z,4634,ms_windows_event,security,00f5a207-d250-465a-943f-f7b6bac5548a#802,"{""id"":""00f5a207-d250-465a-943f-f7b6bac5548a#802"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""00f5a207-d250-465a-943f-f7b6bac5548a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":801,""source_type"":""json"",""target_index"":""""}",11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
microsoft-windows-security-auditing,success audit,logogc,gcsmq0002.global.com,127.0.0.1,MSWinEventLog	1	Security	2131441	Tue May  2 11:02:27 2017	4634	Microsoft-Windows-Security-Auditing	N/A	N/A	Success Audit	gcSMQ0002.global.com	Logogc		N/A	304320998,n/a,"auth,windows",2017-05-02T15:02:28.143Z,50165,172.21.14.21,ms_windows_event-1377334112,210,<14>May  2 11:02:27 gcSMQ0002.global.com ,27946627862,0,0.0.0.0/514/tcp,2b03-681bfb316,11011,gcsmq0002.global.com,2017-05-02T11:02:27.000Z,4634,ms_windows_event,security,00f5a207-d250-465a-943f-f7b6bac5548a#803,"{""id"":""00f5a207-d250-465a-943f-f7b6bac5548a#803"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""00f5a207-d250-465a-943f-f7b6bac5548a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":802,""source_type"":""json"",""target_index"":""""}",11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
microsoft-windows-security-auditing,success audit,logogc,gcsmq0002.global.com,127.0.0.1,MSWinEventLog	1	Security	2131445	Tue May  2 11:02:27 2017	4634	Microsoft-Windows-Security-Auditing	N/A	N/A	Success Audit	gcSMQ0002.global.com	Logogc		N/A	304321002,n/a,"auth,windows",2017-05-02T15:02:28.144Z,50165,172.21.14.21,ms_windows_event-1377334112,210,<14>May  2 11:02:27 gcSMQ0002.global.com ,27946627866,0,0.0.0.0/514/tcp,2b03-681bfb31a,11011,gcsmq0002.global.com,2017-05-02T11:02:27.000Z,4634,ms_windows_event,security,00f5a207-d250-465a-943f-f7b6bac5548a#804,"{""id"":""00f5a207-d250-465a-943f-f7b6bac5548a#804"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""00f5a207-d250-465a-943f-f7b6bac5548a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":803,""source_type"":""json"",""target_index"":""""}",11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
microsoft-windows-security-auditing,success audit,directory service replication,gcculad02.global.com,127.0.0.1,"MSWinEventLog	1	Security	512777	Tue May  2 11:02:27 2017	4932	Microsoft-Windows-Security-Auditing	N/A	N/A	Success Audit	gcCULAD02.global.com	Directory Service Replication		Synchronization of a replica of an Active Directory naming context has begun.    Destination DRA: CN=NTDS Settings,CN=gcCULAD02,CN=Servers,CN=gcCUL-site,CN=Sites,CN=Configuration,DC=global,DC=com  Source DRA: CN=NTDS Settings,CN=gcCULAD01,CN=Servers,CN=gcCUL-site,CN=Sites,CN=Configuration,DC=global,DC=com  Naming Context: DC=global,DC=com  Options:  19  Session ID: 13854  Start USN: 72768112	181450451",synchronization of a replica of an active directory naming context has begun,"auth,windows",2017-05-02T15:02:27.794Z,60971,172.22.19.16,ms_windows_event-489001414,632,<14>May  2 11:02:27 gcCULAD02.global.com ,27946627689,0,0.0.0.0/514/tcp,2b03-681bfb269,11011,gcculad02.global.com,2017-05-02T11:02:27.000Z,4932,ms_windows_event,security,00f5a207-d250-465a-943f-f7b6bac5548a#819,"{""id"":""00f5a207-d250-465a-943f-f7b6bac5548a#819"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""00f5a207-d250-465a-943f-f7b6bac5548a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":818,""source_type"":""json"",""target_index"":""""}",11011, , , , , , , , , , , , ,13854, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
microsoft-windows-security-auditing,success audit,logon,gcsmq0002.global.com,127.0.0.1,MSWinEventLog	1	Security	2131452	Tue May  2 11:02:27 2017	4624	Microsoft-Windows-Security-Auditing	N/A	N/A	Success Audit	gcSMQ0002.global.com	Logon		N/A	304321009,n/a,"auth,windows",2017-05-02T15:02:28.147Z,50165,172.21.14.21,ms_windows_event-796723568,209,<14>May  2 11:02:27 gcSMQ0002.global.com ,27946627874,0,0.0.0.0/514/tcp,2b03-681bfb322,11011,gcsmq0002.global.com,2017-05-02T11:02:27.000Z,4624,ms_windows_event,security,00f5a207-d250-465a-943f-f7b6bac5548a#823,"{""id"":""00f5a207-d250-465a-943f-f7b6bac5548a#823"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""00f5a207-d250-465a-943f-f7b6bac5548a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":822,""source_type"":""json"",""target_index"":""""}",11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
microsoft-windows-security-auditing,success audit,logogc,gcsmq0002.global.com,127.0.0.1,MSWinEventLog	1	Security	2131455	Tue May  2 11:02:27 2017	4634	Microsoft-Windows-Security-Auditing	N/A	N/A	Success Audit	gcSMQ0002.global.com	Logogc		N/A	304321012,n/a,"auth,windows",2017-05-02T15:02:28.148Z,50165,172.21.14.21,ms_windows_event-1377334112,210,<14>May  2 11:02:27 gcSMQ0002.global.com ,27946627877,0,0.0.0.0/514/tcp,2b03-681bfb325,11011,gcsmq0002.global.com,2017-05-02T11:02:27.000Z,4634,ms_windows_event,security,00f5a207-d250-465a-943f-f7b6bac5548a#824,"{""id"":""00f5a207-d250-465a-943f-f7b6bac5548a#824"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""00f5a207-d250-465a-943f-f7b6bac5548a"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":823,""source_type"":""json"",""target_index"":""""}",11011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
