srcipv4,result,rawmsghostname,rawmsghostipv4,rawmsg,querytypename,protocol,metaclass,meta_ts,meta_sp,meta_sip4,meta_rule,meta_oml,meta_omh,meta_mid,meta_iid,meta_i,meta_cid,meta_cbid,flagval,domain,direction,class,_eventid,__metadata__,srcisp,srcusagetype,meta_cbname,program,query
172.21.14.20,noerror,gcsmq0000.global.com,127.0.0.1,5/8/2017 11:18:15 AM 0538 PACKET  0000001487B8B090 UDP Snd 172.21.14.20    b59a R U [00a8       NOERROR] SOA    (9)global(3)com(0),soa,udp,"windows,dns",2017-05-08T15:18:59.038Z,62621,172.21.14.20,ms_dns-390270250,185,<13>May  8 11:18:59 gcSMQ0000.global.com MS_DNS: ,28067325191,0,0.0.0.0/514/tcp,2b03-688f16507,11011,0000001487b8b090,global.com,snd,ms_dns,898c0f7a-cc86-4960-9400-b4gc7dae72e1#907,"{""id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1#907"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":906,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.30.227,noerror,gcsmq0000.global.com,127.0.0.1,5/8/2017 11:18:45 AM 0ABC PACKET  0000001489AAA1E0 UDP Rcv 172.21.30.227   461c   Q [0001   D   NOERROR] AAAA   (9)gcSMQ0685(9)global(3)com(0),aaaa,udp,"windows,dns",2017-05-08T15:18:59.046Z,62621,172.21.14.20,ms_dns-3391797493,197,<13>May  8 11:18:59 gcSMQ0000.global.com MS_DNS: ,28067325302,0,0.0.0.0/514/tcp,2b03-688f16576,11011,0000001489aaa1e0,gcsmq0685.global.com,rcv,ms_dns,898c0f7a-cc86-4960-9400-b4gc7dae72e1#908,"{""id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1#908"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":907,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.25.9,noerror,gcsmq0000.global.com,127.0.0.1,5/8/2017 11:18:46 AM 0ABC PACKET  00000014886C0200 UDP Rcv 172.21.25.9     1gc0   Q [0001   D   NOERROR] A      (9)gcsmq0000(9)global(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:59.046Z,62621,172.21.14.20,ms_dns-3391797493,197,<13>May  8 11:18:59 gcSMQ0000.global.com MS_DNS: ,28067325304,0,0.0.0.0/514/tcp,2b03-688f16578,11011,00000014886c0200,gcsmq0000.global.com,rcv,ms_dns,898c0f7a-cc86-4960-9400-b4gc7dae72e1#909,"{""id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1#909"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":908,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.19.67,noerror,gcsmq0000.global.com,127.0.0.1,5/8/2017 11:18:48 AM 0ABC PACKET  0000001489AAA1E0 UDP Rcv 172.21.19.67    8241   Q [0001   D   NOERROR] A      (5)ctldl(13)windowsupdate(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:59.047Z,62621,172.21.14.20,ms_dns-3391797493,198,<13>May  8 11:18:59 gcSMQ0000.global.com MS_DNS: ,28067325308,0,0.0.0.0/514/tcp,2b03-688f1657c,11011,0000001489aaa1e0,ctldl.windowsupdate.com,rcv,ms_dns,898c0f7a-cc86-4960-9400-b4gc7dae72e1#910,"{""id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1#910"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":909,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.14.21,noerror,gcsmq0000.global.com,127.0.0.1,5/8/2017 11:18:50 AM 0ABC PACKET  0000001489AAA1E0 UDP Rcv 172.21.14.21    2709   Q [0001   D   NOERROR] A      (5)ctldl(13)windowsupdate(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:59.047Z,62621,172.21.14.20,ms_dns-3391797493,198,<13>May  8 11:18:59 gcSMQ0000.global.com MS_DNS: ,28067325314,0,0.0.0.0/514/tcp,2b03-688f16582,11011,0000001489aaa1e0,ctldl.windowsupdate.com,rcv,ms_dns,898c0f7a-cc86-4960-9400-b4gc7dae72e1#912,"{""id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1#912"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":911,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.20.48.99,noerror,gcsmq0000.global.com,127.0.0.1,5/8/2017 11:18:51 AM 0AC0 PACKET  00000014883A01E0 UDP Snd 172.20.48.99    60f1 R Q [8081   DR  NOERROR] AAAA   (10)ccmaster01(3)map(8)mandiant(3)com(0),aaaa,udp,"windows,dns",2017-05-08T15:18:59.048Z,62621,172.21.14.20,ms_dns-3795426264,204,<13>May  8 11:18:59 gcSMQ0000.global.com MS_DNS: ,28067325321,0,0.0.0.0/514/tcp,2b03-688f16589,11011,00000014883a01e0,ccmaster01.map.mandiant.com,snd,ms_dns,898c0f7a-cc86-4960-9400-b4gc7dae72e1#914,"{""id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1#914"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":913,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.19.67,noerror,gcsmq0000.global.com,127.0.0.1,5/8/2017 11:18:52 AM 0AC0 PACKET  0000001488BCE140 UDP Snd 172.21.19.67    4483 R Q [8081   DR  NOERROR] A      (5)ctldl(13)windowsupdate(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:59.048Z,62621,172.21.14.20,ms_dns-3391797493,198,<13>May  8 11:18:59 gcSMQ0000.global.com MS_DNS: ,28067325325,0,0.0.0.0/514/tcp,2b03-688f1658d,11011,0000001488bce140,ctldl.windowsupdate.com,snd,ms_dns,898c0f7a-cc86-4960-9400-b4gc7dae72e1#915,"{""id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1#915"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":914,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.20.50.22,noerror,gcsmq0000.global.com,127.0.0.1,5/8/2017 11:18:54 AM 0AC0 PACKET  00000014886C0200 UDP Snd 172.20.50.22    c6b3 R Q [8085 A DR  NOERROR] A      (36)9b51f823-74ec-48c3-bc13-4c8afb0ce9ea(6)_msdcs(9)global(3)com(0),a,udp,"windows,dns",2017-05-08T15:18:59.048Z,62621,172.21.14.20,ms_dns-1381223516,234,<13>May  8 11:18:59 gcSMQ0000.global.com MS_DNS: ,28067325327,0,0.0.0.0/514/tcp,2b03-688f1658f,11011,00000014886c0200,9b51f823-74ec-48c3-bc13-4c8afb0ce9ea._msdcs.global.com,snd,ms_dns,898c0f7a-cc86-4960-9400-b4gc7dae72e1#916,"{""id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1#916"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""898c0f7a-cc86-4960-9400-b4gc7dae72e1"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":915,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.220.157,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:12 AM 0CBC PACKET  0000006272EFC1B0 UDP Rcv 172.21.220.157  fc48   Q [0001   D   NOERROR] A      (8)services(9)fiberlink(3)com(0),a,udp,"windows,dns",2017-05-08T15:08:24.544Z,51403,172.21.14.26,ms_dns-3391797493,199,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283412,0,0.0.0.0/514/tcp,2b03-688e17f94,11011,0000006272efc1b0,services.fiberlink.com,rcv,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1551,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1551"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1550,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.20.48.22,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:12 AM 0CBC PACKET  0000006271362250 UDP Snd 172.20.48.22    bc5c R Q [8081   DR  NOERROR] A      (5)nexus(10)ogciceapps(4)live(3)com(0),a,udp,"windows,dns",2017-05-08T15:08:24.544Z,51403,172.21.14.26,ms_dns-3795426264,205,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283415,0,0.0.0.0/514/tcp,2b03-688e17f97,11011,0000006271362250,nexus.ogciceapps.live.com,snd,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1552,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1552"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1551,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.19.157,nxdomain,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:13 AM 0CC0 PACKET  000000627230E130 UDP Snd 172.21.19.157   c2a0 R Q [8381   DR NXDOMAIN] PTR    (2)13(2)18(2)21(3)172(7)in-addr(4)arpa(0),ptr,udp,"windows,dns",2017-05-08T15:08:24.545Z,51403,172.21.14.26,ms_dns-240483509,208,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283436,0,0.0.0.0/514/tcp,2b03-688e17fac,11011,000000627230e130,172.21.18.13,snd,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1557,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1557"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1556,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.220.22,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:13 AM 0CBC PACKET  0000006270B320D0 UDP Rcv 172.21.220.22   8948 R Q [8081   DR  NOERROR] A      (11)gts-nytimes(9)akamaized(3)net(0),a,udp,"windows,dns",2017-05-08T15:08:24.547Z,51403,172.21.14.26,ms_dns-3391797493,203,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283444,0,0.0.0.0/514/tcp,2b03-688e17fb4,11011,0000006270b320d0,gts-nytimes.akamaized.net,rcv,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1559,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1559"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1558,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.24.32.196,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:13 AM 0CBC PACKET  0000006272200160 UDP Snd 172.24.32.196   07a3 R Q [8081   DR  NOERROR] A      (7)eastads(6)simpli(2)fi(0),a,udp,"windows,dns",2017-05-08T15:08:24.547Z,51403,172.21.14.26,ms_dns-3391797493,194,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283449,0,0.0.0.0/514/tcp,2b03-688e17fb9,11011,0000006272200160,eastads.simpli.fi,snd,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1560,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1560"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1559,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.24.32.196,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:13 AM 0CBC PACKET  0000006270799250 UDP Rcv 172.24.32.196   e61d   Q [0001   D   NOERROR] A      (1)i(6)simpli(2)fi(0),a,udp,"windows,dns",2017-05-08T15:08:24.548Z,51403,172.21.14.26,ms_dns-3391797493,188,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283455,0,0.0.0.0/514/tcp,2b03-688e17fbf,11011,0000006270799250,i.simpli.fi,rcv,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1562,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1562"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1561,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.24.32.43,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:13 AM 0CBC PACKET  0000006270FBC200 UDP Snd 172.24.32.43    56ad R Q [8081   DR  NOERROR] A      (3)ssl(7)gstatic(3)com(0),a,udp,"windows,dns",2017-05-08T15:08:24.548Z,51403,172.21.14.26,ms_dns-3391797493,192,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283460,0,0.0.0.0/514/tcp,2b03-688e17fc4,11011,0000006270fbc200,ssl.gstatic.com,snd,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1563,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1563"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1562,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.14.28,nxdomain,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:13 AM 0CC0 PACKET  00000062710FA1B0 UDP Rcv 172.21.14.28    a35d R Q [8385 A DR NXDOMAIN] NULL   (32)EGEGFDENFBDADGDIDBCACACACACACAAA(0),null,udp,"windows,dns",2017-05-08T15:08:24.548Z,51403,172.21.14.26,ms_dns-1182280306,206,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283472,0,0.0.0.0/514/tcp,2b03-688e17fd0,11011,00000062710fa1b0,egegfdenfbdadgdidbcacacacacacaaa,rcv,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1565,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1565"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1564,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.20.46.156,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:14 AM 0CBC PACKET  0000006271E60180 UDP Rcv 172.20.46.156   5693   Q [0001   D   NOERROR] A      (4)wpad(9)global(3)com(0),a,udp,"windows,dns",2017-05-08T15:08:24.553Z,51403,172.21.14.26,ms_dns-3391797493,195,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283568,0,0.0.0.0/514/tcp,2b03-688e18030,11011,0000006271e60180,wpad.global.com,rcv,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1569,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1569"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1568,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
10.25.0.18,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:14 AM 0CBC PACKET  0000006270AF60F0 UDP Rcv 10.25.0.18      52cf   Q [0001   D   NOERROR] SRV    (5)_ldap(4)_tcp(10)gcGCP-site(6)_sites(2)dc(6)_msdcs(9)global(3)com(0),srv,udp,"windows,dns",2017-05-08T15:08:24.553Z,51403,172.21.14.26,ms_dns-211278071,240,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283571,0,0.0.0.0/514/tcp,2b03-688e18033,11011,0000006270af60f0,_ldap._tcp.gcgcp-site._sites.dc._msdcs.global.com,rcv,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1570,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1570"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1569,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.220.22,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:14 AM 0CC0 PACKET  0000006271ABC140 UDP Snd 172.21.220.22   18ed   Q [0001   D   NOERROR] A      (4)dist(7)timeout(3)com(0),a,udp,"windows,dns",2017-05-08T15:08:24.553Z,51403,172.21.14.26,ms_dns-3391797493,193,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283576,0,0.0.0.0/514/tcp,2b03-688e18038,11011,0000006271abc140,dist.timeout.com,snd,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1571,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1571"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1570,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.220.22,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:14 AM 0CC0 PACKET  0000006272E9E0E0 UDP Snd 172.21.220.22   40aa   Q [0001   D   NOERROR] A      (7)timeout(2)tt(6)omtrdc(3)net(0),a,udp,"windows,dns",2017-05-08T15:08:24.553Z,51403,172.21.14.26,ms_dns-3795426264,200,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283590,0,0.0.0.0/514/tcp,2b03-688e18046,11011,0000006272e9e0e0,timeout.tt.omtrdc.net,snd,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1574,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1574"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1573,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.24.32.196,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:14 AM 0CC0 PACKET  0000006270AF60F0 UDP Snd 172.24.32.196   e33c R Q [8081   DR  NOERROR] A      (4)dist(7)timeout(3)com(0),a,udp,"windows,dns",2017-05-08T15:08:24.554Z,51403,172.21.14.26,ms_dns-3391797493,193,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283592,0,0.0.0.0/514/tcp,2b03-688e18048,11011,0000006270af60f0,dist.timeout.com,snd,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1575,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1575"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1574,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.30.79,nxdomain,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:15 AM 0CC0 PACKET  00000062728AE0C0 UDP Snd 172.21.30.79    a233 R Q [8381   DR NXDOMAIN] PTR    (2)13(2)18(2)21(3)172(7)in-addr(4)arpa(0),ptr,udp,"windows,dns",2017-05-08T15:08:24.557Z,51403,172.21.14.26,ms_dns-240483509,208,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283605,0,0.0.0.0/514/tcp,2b03-688e18055,11011,00000062728ae0c0,172.21.18.13,snd,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1579,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1579"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1578,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.19.32,nxdomain,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:16 AM 0CC0 PACKET  0000006270B320D0 UDP Snd 172.21.19.32    299c R Q [8385 A DR NXDOMAIN] A      (12)gcnyc-52-702(9)global(3)com(0),a,udp,"windows,dns",2017-05-08T15:08:24.560Z,51403,172.21.14.26,ms_dns-884315314,204,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283639,0,0.0.0.0/514/tcp,2b03-688e18077,11011,0000006270b320d0,gcnyc-52-702.global.com,snd,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1587,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1587"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1586,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.24.32.254,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:16 AM 0CC0 PACKET  0000006271FEE190 UDP Rcv 172.24.32.254   13da   Q [0001   D   NOERROR] A      (8)scontent(2)xx(5)fbcdn(3)net(0),a,udp,"windows,dns",2017-05-08T15:08:24.561Z,51403,172.21.14.26,ms_dns-3795426264,200,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283649,0,0.0.0.0/514/tcp,2b03-688e18081,11011,0000006271fee190,scontent.xx.fbcdn.net,rcv,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1589,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1589"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1588,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.215.222,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:16 AM 0CC0 PACKET  0000006270B320D0 UDP Rcv 172.21.215.222  6912   Q [0001   D   NOERROR] A      (3)www(8)facebook(3)com(0),a,udp,"windows,dns",2017-05-08T15:08:24.561Z,51403,172.21.14.26,ms_dns-3391797493,193,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283655,0,0.0.0.0/514/tcp,2b03-688e18087,11011,0000006270b320d0,www.facebook.com,rcv,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1590,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1590"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1589,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
172.21.220.22,noerror,gcnyc-60-010.global.com,127.0.0.1,5/8/2017 11:08:17 AM 0CBC PACKET  0000006271424220 UDP Rcv 172.21.220.22   6f0c R Q [8081   DR  NOERROR] AAAA   (14)encrypted-tbn1(7)gstatic(3)com(0),aaaa,udp,"windows,dns",2017-05-08T15:08:24.567Z,51403,172.21.14.26,ms_dns-3391797493,204,<13>May  8 11:08:24 gcNYC-60-010.global.com MS_DNS: ,28066283763,0,0.0.0.0/514/tcp,2b03-688e180f3,11011,0000006271424220,encrypted-tbn1.gstatic.com,rcv,ms_dns,6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1893,"{""id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be#1893"",""num_events"":3000,""data_type"":""passthrough"",""batch_id"":""6e5e6547-dbda-4f60-8e48-4280d2f4b6be"",""batch_segment"":0,""customer_id"":""lga03"",""sequence_number"":1892,""source_type"":""json"",""target_index"":"""",""raw_batch_id"":"""",""dynamic_taxonomy"":false,""disable_index"":false}",private ip address lan,rsv,11011,MS_DNS, 
